7.59999999998e-05,0.102
7.79999999998e-05,0.094
7.99999999998e-05,0.102
8.19999999998e-05,0.102
8.39999999998e-05,0.086
8.59999999998e-05,0.092
8.79999999998e-05,0.092
8.99999999998e-05,0.09
9.19999999998e-05,0.086
9.39999999998e-05,0.092
9.59999999998e-05,0.086
9.79999999998e-05,0.082
9.99999999998e-05,0.076
0.000102,0.08
0.000104,0.08
0.000106,0.082
0.000108,0.09
0.00011,0.08
0.000112,0.062
0.000114,0.066
0.000116,0.082
0.000118,0.068
0.00012,0.068
0.000122,0.066
0.000124,0.06
0.000126,0.052
0.000128,0.06
0.00013,0.072
0.000132,0.042
0.000134,0.048
0.000136,0.046
0.000138,0.04
0.00014,0.052
0.000142,0.032
0.000144,0.044
0.000146,0.04
0.000148,0.038
0.00015,0.048
0.000152,0.04
0.000154,0.038
0.000156,0.05
0.000158,0.04
0.00016,0.044
0.000162,0.03
0.000164,0.038
0.000166,0.038
0.000168,0.036
0.00017,0.034
0.000172,0.044
0.000174,0.024
0.000176,0.04
0.000178,0.034
0.00018,0.032
0.000182,0.032
0.000184,0.038
0.000186,0.034
0.000188,0.038
0.00019,0.038
0.000192,0.024
0.000194,0.026
0.000196,0.03
0.000198,0.026
0.0002,0.032
0.000202,0.016
0.000204,0.032
0.000206,0.022
0.000208,0.018
0.00021,0.014
0.000212,0.016
0.000214,0.018
0.000216,0.022
0.000218,0.032
0.00022,0.016
0.000222,0.014
0.000224,0.016
0.000226,0.012
0.000228,0.006
0.00023,0.01
0.000232,-0.008
0.000234,0.012
0.000236,0.012
0.000238,0.014
0.00024,0.012
0.000242,0.0
0.000244,0.0
0.000246,0.014
0.000248,0.006
0.00025,-0.01
0.000252,-0.004
0.000254,-0.016
0.000256,0.008
0.000258,-0.002
0.00026,-0.01
0.000262,-0.006
0.000264,-0.004
0.000266,-0.008
0.000268,-0.014
0.00027,-0.022
0.000272,-0.028
0.000274,-0.006
0.000276,-0.008
0.000278,-0.022
0.00028,-0.024
0.000282,-0.022
0.000284,-0.022
0.000286,-0.022
0.000288,-0.024
0.00029,-0.032
0.000292,-0.034
0.000294,-0.034
0.000296,-0.02
0.000298,-0.034
0.0003,-0.036
0.000302,-0.028
0.000304,-0.03
0.000306,-0.028
0.000308,-0.026
0.00031,-0.038
0.000312,-0.028
0.000314,-0.02
0.000316,-0.026
0.000318,-0.022
0.00032,-0.042
0.000322,-0.026
0.000324,-0.008
0.000326,-0.02
0.000328,-0.02
0.00033,-0.018
0.000332,0.004
0.000334,-0.006
0.000336,-0.012
0.000338,0.0
0.00034,0.018
0.000342,0.012
0.000344,0.024
0.000346,0.03
0.000348,0.026
0.00035,0.03
0.000352,0.036
0.000354,0.028
0.000356,0.026
0.000358,0.04
0.00036,0.04
0.000362,0.058
0.000364,0.048
0.000366,0.046
0.000368,0.036
0.00037,0.052
0.000372,0.044
0.000374,0.04
0.000376,0.032
0.000378,0.04
0.00038,0.044
0.000382,0.038
0.000384,0.026
0.000386,0.03
0.000388,0.038
0.00039,0.026
0.000392,0.022
0.000394,0.024
0.000396,0.03
0.000398,0.01
0.0004,0.024
0.000402,0.02
0.000404,0.012
0.000406,-0.002
0.000408,0.006
0.00041,0.014
0.000412,0.002
0.000414,-0.008
0.000416,-0.006
0.000418,-0.012
0.00042,-0.008
0.000422,-0.014
0.000424,0.002
0.000426,-0.012
0.000428,-0.006
0.00043,0.0
0.000432,-0.012
0.000434,-0.004
0.000436,-0.014
0.000438,-0.014
0.00044,-0.02
0.000442,-0.004
0.000444,-0.01
0.000446,0.002
0.000448,-0.014
0.00045,-0.01
0.000452,-0.01
0.000454,0.0
0.000456,-0.006
0.000458,0.006
0.00046,-0.006
0.000462,-0.006
0.000464,-0.008
0.000466,-0.016
0.000468,-0.008
0.00047,-0.006
0.000472,0.004
0.000474,-0.008
0.000476,-0.012
0.000478,-0.014
0.00048,-0.006
0.000482,-0.004
0.000484,-0.01
0.000486,-0.014
0.000488,-0.006
0.00049,-0.03
0.000492,-0.024
0.000494,-0.028
0.000496,-0.01
0.000498,-0.018
0.0005,-0.012
0.000502,-0.026
0.000504,-0.02
0.000506,-0.032
0.000508,-0.014
0.00051,-0.02
0.000512,-0.014
0.000514,-0.024
0.000516,-0.02
0.000518,-0.014
0.00052,-0.03
0.000522,-0.02
0.000524,-0.022
0.000526,-0.03
0.000528,-0.016
0.00053,-0.018
0.000532,-0.032
0.000534,-0.028
0.000536,-0.026
0.000538,-0.018
0.00054,-0.024
0.000542,-0.012
0.000544,-0.018
0.000546,-0.016
0.000548,-0.018
0.00055,-0.016
0.000552,-0.018
0.000554,-0.01
0.000556,-0.018
0.000558,-0.008
0.00056,-0.014
0.000562,-0.002
0.000564,-0.004
0.000566,-0.006
0.000568,-0.006
0.00057,0.006
0.000572,-0.002
0.000574,0.0
0.000576,-0.008
0.000578,0.004
0.00058,-0.004
0.000582,-0.002
0.000584,-0.006
0.000586,0.012
0.000588,0.018
0.00059,-0.002
0.000592,-0.004
0.000594,0.002
0.000596,0.004
0.000598,-0.004
0.0006,0.002
0.000602,0.006
0.000604,0.01
0.000606,-0.006
0.000608,0.01
0.00061,0.012
0.000612,0.006
0.000614,0.014
0.000616,0.006
0.000618,0.008
0.00062,0.002
0.000622,0.006
0.000624,0.002
0.000626,0.006
0.000628,0.006
0.00063,0.0
0.000632,0.0
0.000634,-0.004
0.000636,0.002
0.000638,-0.002
0.00064,-0.01
0.000642,-0.01
0.000644,-0.002
0.000646,-0.006
0.000648,-0.012
0.00065,-0.006
0.000652,-0.008
0.000654,-0.012
0.000656,-0.012
0.000658,-0.012
0.00066,-0.008
0.000662,-0.012
0.000664,-0.012
0.000666,-0.022
0.000668,-0.022
0.00067,-0.012
0.000672,-0.016
0.000674,-0.024
0.000676,-0.008
0.000678,-0.014
0.00068,-0.016
0.000682,-0.018
0.000684,-0.026
0.000686,-0.018
0.000688,-0.016
0.00069,-0.016
0.000692,-0.024
0.000694,-0.026
0.000696,-0.024
0.000698,-0.034
0.0007,-0.028
0.000702,-0.026
0.000704,-0.024
0.000706,-0.036
0.000708,-0.042
0.00071,-0.034
0.000712,-0.04
0.000714,-0.028
0.000716,-0.046
0.000718,-0.028
0.00072,-0.03
0.000722,-0.04
0.000724,-0.036
0.000726,-0.048
0.000728,-0.042
0.00073,-0.034
0.000732,-0.04
0.000734,-0.036
0.000736,-0.034
0.000738,-0.036
0.00074,-0.03
0.000742,-0.048
0.000744,-0.036
0.000746,-0.028
0.000748,-0.042
0.00075,-0.04
0.000752,-0.036
0.000754,-0.044
0.000756,-0.04
0.000758,-0.046
0.00076,-0.04
0.000762,-0.034
0.000764,-0.032
0.000766,-0.034
0.000768,-0.026
0.00077,-0.022
0.000772,-0.034
0.000774,-0.032
0.000776,-0.026
0.000778,-0.008
0.00078,-0.014
0.000782,-0.026
0.000784,-0.01
0.000786,-0.016
0.000788,0.002
0.00079,-0.014
0.000792,0.002
0.000794,0.002
0.000796,-0.006
0.000798,-0.002
0.0008,0.006
0.000802,0.016
0.000804,0.016
0.000806,0.014
0.000808,0.01
0.00081,0.004
0.000812,0.018
0.000814,0.018
0.000816,0.01
0.000818,0.014
0.00082,0.022
0.000822,0.01
0.000824,0.01
0.000826,0.012
0.000828,0.018
0.00083,0.01
0.000832,0.014
0.000834,0.016
0.000836,0.0
0.000838,0.01
0.00084,0.006
0.000842,0.002
0.000844,0.016
0.000846,-0.01
0.000848,-0.01
0.00085,-0.018
0.000852,-0.002
0.000854,-0.002
0.000856,-0.006
0.000858,-0.022
0.00086,-0.008
0.000862,-0.012
0.000864,-0.018
0.000866,-0.032
0.000868,-0.026
0.00087,-0.02
0.000872,-0.022
0.000874,-0.036
0.000876,-0.03
0.000878,-0.034
0.00088,-0.026
0.000882,-0.036
0.000884,-0.038
0.000886,-0.024
0.000888,-0.036
0.00089,-0.03
0.000892,-0.038
0.000894,-0.03
0.000896,-0.03
0.000898,-0.03
0.0009,-0.03
0.000902,-0.048
0.000904,-0.026
0.000906,-0.034
0.000908,-0.03
0.00091,-0.026
0.000912,-0.03
0.000914,-0.04
0.000916,-0.034
0.000918,-0.032
0.00092,-0.032
0.000922,-0.032
0.000924,-0.038
0.000926,-0.036
0.000928,-0.038
0.00093,-0.03
0.000932,-0.038
0.000934,-0.046
0.000936,-0.038
0.000938,-0.032
0.00094,-0.042
0.000942,-0.036
0.000944,-0.038
0.000946,-0.038
0.000948,-0.036
0.00095,-0.04
0.000952,-0.04
0.000954,-0.048
0.000956,-0.04
0.000958,-0.044
0.00096,-0.042
0.000962,-0.054
0.000964,-0.04
0.000966,-0.05
0.000968,-0.038
0.00097,-0.052
0.000972,-0.052
0.000974,-0.056
0.000976,-0.058
0.000978,-0.054
0.00098,-0.05
0.000982,-0.056
0.000984,-0.06
0.000986,-0.062
0.000988,-0.058
0.00099,-0.05
0.000992,-0.066
0.000994,-0.062
0.000996,-0.056
0.000998,-0.046
0.001,-0.04
0.001002,-0.066
0.001004,-0.054
0.001006,-0.05
0.001008,-0.052
0.00101,-0.06
0.001012,-0.058
0.001014,-0.064
0.001016,-0.052
0.001018,-0.04
0.00102,-0.048
0.001022,-0.044
0.001024,-0.044
0.001026,-0.036
0.001028,-0.038
0.00103,-0.028
0.001032,-0.036
0.001034,-0.038
0.001036,-0.044
0.001038,-0.026
0.00104,-0.016
0.001042,-0.028
0.001044,-0.042
0.001046,-0.032
0.001048,-0.022
0.00105,-0.016
0.001052,-0.012
0.001054,-0.028
0.001056,-0.022
0.001058,-0.014
0.00106,-0.01
0.001062,-0.006
0.001064,-0.01
0.001066,-0.002
0.001068,-0.01
0.00107,0.006
0.001072,-0.006
0.001074,0.0
0.001076,-0.002
0.001078,-0.002
0.00108,0.006
0.001082,0.01
0.001084,0.014
0.001086,0.018
0.001088,0.008
0.00109,0.014
0.001092,0.022
0.001094,0.024
0.001096,0.02
0.001098,0.014
0.0011,0.022
0.001102,0.024
0.001104,0.03
0.001106,0.026
0.001108,0.008
0.00111,0.018
0.001112,0.032
0.001114,0.026
0.001116,0.038
0.001118,0.026
0.00112,0.022
0.001122,0.018
0.001124,0.032
0.001126,0.034
0.001128,0.03
0.00113,0.02
0.001132,0.026
0.001134,0.034
0.001136,0.04
0.001138,0.034
0.00114,0.03
0.001142,0.032
0.001144,0.034
0.001146,0.036
0.001148,0.036
0.00115,0.042
0.001152,0.046
0.001154,0.048
0.001156,0.032
0.001158,0.046
0.00116,0.036
0.001162,0.042
0.001164,0.05
0.001166,0.054
0.001168,0.058
0.00117,0.054
0.001172,0.052
0.001174,0.06
0.001176,0.064
0.001178,0.064
0.00118,0.06
0.001182,0.054
0.001184,0.072
0.001186,0.06
0.001188,0.058
0.00119,0.064
0.001192,0.06
0.001194,0.066
0.001196,0.064
0.001198,0.068
0.0012,0.07
0.001202,0.064
0.001204,0.086
0.001206,0.084
0.001208,0.076
0.00121,0.072
0.001212,0.076
0.001214,0.08
0.001216,0.082
0.001218,0.064
0.00122,0.08
0.001222,0.074
0.001224,0.076
0.001226,0.076
0.001228,0.08
0.00123,0.08
0.001232,0.082
0.001234,0.07
0.001236,0.088
0.001238,0.08
0.00124,0.082
0.001242,0.078
0.001244,0.078
0.001246,0.078
0.001248,0.072
0.00125,0.068
0.001252,0.088
0.001254,0.076
0.001256,0.084
0.001258,0.078
0.00126,0.078
0.001262,0.078
0.001264,0.078
0.001266,0.092
0.001268,0.086
0.00127,0.094
0.001272,0.098
0.001274,0.1
0.001276,0.088
0.001278,0.08
0.00128,0.086
0.001282,0.1
0.001284,0.094
0.001286,0.092
0.001288,0.104
0.00129,0.098
0.001292,0.11
0.001294,0.092
0.001296,0.096
0.001298,0.094
0.0013,0.112
0.001302,0.126
0.001304,0.116
0.001306,0.104
0.001308,0.102
0.00131,0.104
0.001312,0.128
0.001314,0.116
0.001316,0.11
0.001318,0.102
0.00132,0.104
0.001322,0.114
0.001324,0.106
0.001326,0.114
0.001328,0.1
0.00133,0.106
0.001332,0.12
0.001334,0.102
0.001336,0.1
0.001338,0.112
0.00134,0.108
0.001342,0.122
0.001344,0.096
0.001346,0.092
0.001348,0.092
0.00135,0.094
0.001352,0.112
0.001354,0.088
0.001356,0.092
0.001358,0.088
0.00136,0.09
0.001362,0.098
0.001364,0.088
0.001366,0.096
0.001368,0.08
0.00137,0.094
0.001372,0.092
0.001374,0.076
0.001376,0.082
0.001378,0.08
0.00138,0.08
0.001382,0.078
0.001384,0.082
0.001386,0.064
0.001388,0.06
0.00139,0.072
0.001392,0.06
0.001394,0.06
0.001396,0.064
0.001398,0.072
0.0014,0.058
0.001402,0.052
0.001404,0.062
0.001406,0.052
0.001408,0.052
0.00141,0.042
0.001412,0.04
0.001414,0.054
0.001416,0.058
0.001418,0.042
0.00142,0.046
0.001422,0.038
0.001424,0.048
0.001426,0.044
0.001428,0.036
0.00143,0.046
0.001432,0.042
0.001434,0.04
0.001436,0.048
0.001438,0.044
0.00144,0.038
0.001442,0.046
0.001444,0.034
0.001446,0.042
0.001448,0.034
0.00145,0.03
0.001452,0.018
0.001454,0.02
0.001456,0.04
0.001458,0.038
0.00146,0.038
0.001462,0.028
0.001464,0.034
0.001466,0.024
0.001468,0.014
0.00147,0.028
0.001472,0.028
0.001474,0.028
0.001476,0.024
0.001478,0.012
0.00148,0.014
0.001482,0.028
0.001484,0.018
0.001486,0.028
0.001488,0.014
0.00149,0.012
0.001492,0.014
0.001494,0.006
0.001496,0.008
0.001498,0.018
0.0015,0.018
0.001502,-0.004
0.001504,0.014
0.001506,0.02
0.001508,0.01
0.00151,0.012
0.001512,0.018
0.001514,0.012
0.001516,0.002
0.001518,0.004
0.00152,-0.004
0.001522,-0.006
0.001524,0.0
0.001526,-0.004
0.001528,-0.006
0.00153,0.002
0.001532,0.008
0.001534,-0.008
0.001536,0.0
0.001538,-0.004
0.00154,-0.016
0.001542,-0.008
0.001544,-0.006
0.001546,-0.024
0.001548,-0.01
0.00155,-0.024
0.001552,-0.026
0.001554,-0.02
0.001556,-0.022
0.001558,-0.038
0.00156,-0.022
0.001562,-0.03
0.001564,-0.034
0.001566,-0.02
0.001568,-0.038
0.00157,-0.038
0.001572,-0.026
0.001574,-0.032
0.001576,-0.032
0.001578,-0.034
0.00158,-0.022
0.001582,-0.032
0.001584,-0.036
0.001586,-0.034
0.001588,-0.036
0.00159,-0.032
0.001592,-0.036
0.001594,-0.03
0.001596,-0.034
0.001598,-0.01
0.0016,-0.014
0.001602,-0.02
0.001604,-0.016
0.001606,0.006
0.001608,-0.014
0.00161,-0.006
0.001612,0.004
0.001614,0.006
0.001616,0.008
0.001618,0.018
0.00162,0.01
0.001622,0.02
0.001624,0.028
0.001626,0.026
0.001628,0.034
0.00163,0.036
0.001632,0.036
0.001634,0.042
0.001636,0.038
0.001638,0.052
0.00164,0.054
0.001642,0.042
0.001644,0.05
0.001646,0.036
0.001648,0.042
0.00165,0.034
0.001652,0.048
0.001654,0.054
0.001656,0.044
0.001658,0.034
0.00166,0.036
0.001662,0.034
0.001664,0.032
0.001666,0.034
0.001668,0.03
0.00167,0.018
0.001672,0.012
0.001674,0.026
0.001676,0.02
0.001678,0.014
0.00168,0.02
0.001682,0.002
0.001684,0.004
0.001686,-0.006
0.001688,-0.002
0.00169,-0.008
0.001692,-0.01
0.001694,-0.004
0.001696,-0.004
0.001698,-0.002
0.0017,-0.026
0.001702,-0.012
0.001704,-0.026
0.001706,-0.002
0.001708,-0.008
0.00171,-0.014
0.001712,-0.022
0.001714,-0.016
0.001716,-0.018
0.001718,-0.012
0.00172,-0.012
0.001722,-0.014
0.001724,-0.012
0.001726,-0.024
0.001728,-0.026
0.00173,-0.01
0.001732,-0.012
0.001734,-0.012
0.001736,-0.002
0.001738,-0.02
0.00174,-0.014
0.001742,-0.014
0.001744,-0.016
0.001746,-0.006
0.001748,-0.016
0.00175,-0.014
0.001752,-0.016
0.001754,0.0
0.001756,0.004
0.001758,-0.02
0.00176,-0.012
0.001762,-0.014
0.001764,-0.01
0.001766,-0.004
0.001768,-0.014
0.00177,-0.002
0.001772,-0.006
0.001774,-0.01
0.001776,-0.008
0.001778,-0.024
0.00178,-0.022
0.001782,-0.016
0.001784,-0.034
0.001786,-0.016
0.001788,-0.018
0.00179,-0.032
0.001792,-0.012
0.001794,-0.016
0.001796,-0.018
0.001798,-0.018
0.0018,-0.026
0.001802,-0.024
0.001804,-0.026
0.001806,-0.032
0.001808,-0.018
0.00181,-0.026
0.001812,-0.032
0.001814,-0.022
0.001816,-0.012
0.001818,-0.012
0.00182,-0.022
0.001822,-0.016
0.001824,-0.018
0.001826,-0.008
0.001828,-0.028
0.00183,-0.018
0.001832,-0.018
0.001834,-0.012
0.001836,-0.016
0.001838,0.002
0.00184,-0.012
0.001842,0.004
0.001844,-0.01
0.001846,-0.012
0.001848,-0.004
0.00185,0.012
0.001852,0.014
0.001854,0.004
0.001856,0.006
0.001858,0.002
0.00186,-0.006
0.001862,0.008
0.001864,0.0
0.001866,0.0
0.001868,0.004
0.00187,0.006
0.001872,0.004
0.001874,0.006
0.001876,0.004
0.001878,0.004
0.00188,0.0
0.001882,0.006
0.001884,0.008
0.001886,0.0
0.001888,0.014
0.00189,0.014
0.001892,0.004
0.001894,0.006
0.001896,0.01
0.001898,0.01
0.0019,0.0
0.001902,0.006
0.001904,0.002
0.001906,0.014
0.001908,0.0
0.00191,0.006
0.001912,-0.002
0.001914,0.002
0.001916,0.004
0.001918,0.004
0.00192,0.004
0.001922,-0.002
0.001924,-0.006
0.001926,0.0
0.001928,-0.01
0.00193,-0.008
0.001932,-0.024
0.001934,-0.01
0.001936,-0.012
0.001938,-0.02
0.00194,-0.034
0.001942,-0.026
0.001944,-0.024
0.001946,-0.008
0.001948,-0.022
0.00195,-0.026
0.001952,-0.02
0.001954,-0.026
0.001956,-0.02
0.001958,-0.02
0.00196,-0.026
0.001962,-0.036
0.001964,-0.028
0.001966,-0.02
0.001968,-0.024
0.00197,-0.028
0.001972,-0.036
0.001974,-0.012
0.001976,-0.036
0.001978,-0.034
0.00198,-0.036
0.001982,-0.042
0.001984,-0.026
0.001986,-0.022
0.001988,-0.038
0.00199,-0.03
0.001992,-0.04
0.001994,-0.042
0.001996,-0.042
0.001998,-0.036
0.002,-0.024
0.002002,-0.046
0.002004,-0.038
0.002006,-0.036
0.002008,-0.032
0.00201,-0.03
0.002012,-0.046
0.002014,-0.046
0.002016,-0.042
0.002018,-0.032
0.00202,-0.042
0.002022,-0.042
0.002024,-0.044
0.002026,-0.034
0.002028,-0.026
0.00203,-0.044
0.002032,-0.046
0.002034,-0.028
0.002036,-0.034
0.002038,-0.032
0.00204,-0.046
0.002042,-0.026
0.002044,-0.018
0.002046,-0.024
0.002048,-0.02
0.00205,-0.016
0.002052,-0.018
0.002054,-0.01
0.002056,-0.006
0.002058,-0.014
0.00206,-0.006
0.002062,-0.01
0.002064,-0.004
0.002066,0.014
0.002068,-0.008
0.00207,-0.01
0.002072,0.004
0.002074,0.008
0.002076,0.012
0.002078,0.004
0.00208,0.014
0.002082,0.004
0.002084,0.008
0.002086,0.018
0.002088,0.002
0.00209,0.018
0.002092,0.024
0.002094,0.026
0.002096,0.01
0.002098,0.018
0.0021,0.012
0.002102,0.014
0.002104,0.014
0.002106,0.016
0.002108,0.016
0.00211,0.01
0.002112,0.01
0.002114,0.016
0.002116,0.014
0.002118,-0.004
0.00212,-0.004
0.002122,0.006
0.002124,0.008
0.002126,0.002
0.002128,-0.008
0.00213,-0.016
0.002132,-0.022
0.002134,-0.018
0.002136,-0.016
0.002138,-0.02
0.00214,-0.022
0.002142,-0.026
0.002144,-0.024
0.002146,-0.03
0.002148,-0.026
0.00215,-0.032
0.002152,-0.038
0.002154,-0.032
0.002156,-0.032
0.002158,-0.03
0.00216,-0.024
0.002162,-0.046
0.002164,-0.026
0.002166,-0.032
0.002168,-0.028
0.00217,-0.046
0.002172,-0.032
0.002174,-0.028
0.002176,-0.038
0.002178,-0.036
0.00218,-0.04
0.002182,-0.03
0.002184,-0.032
0.002186,-0.028
0.002188,-0.036
0.00219,-0.026
0.002192,-0.018
0.002194,-0.016
0.002196,-0.042
0.002198,-0.052
0.0022,-0.032
0.002202,-0.026
0.002204,-0.046
0.002206,-0.036
0.002208,-0.036
0.00221,-0.036
0.002212,-0.04
0.002214,-0.04
0.002216,-0.036
0.002218,-0.042
0.00222,-0.046
0.002222,-0.036
0.002224,-0.046
0.002226,-0.04
0.002228,-0.05
0.00223,-0.062
0.002232,-0.044
0.002234,-0.042
0.002236,-0.044
0.002238,-0.05
0.00224,-0.05
0.002242,-0.062
0.002244,-0.046
0.002246,-0.05
0.002248,-0.048
0.00225,-0.052
0.002252,-0.054
0.002254,-0.05
0.002256,-0.048
0.002258,-0.036
0.00226,-0.052
0.002262,-0.04
0.002264,-0.052
0.002266,-0.046
0.002268,-0.058
0.00227,-0.054
0.002272,-0.038
0.002274,-0.042
0.002276,-0.054
0.002278,-0.04
0.00228,-0.04
0.002282,-0.038
0.002284,-0.04
0.002286,-0.048
0.002288,-0.042
0.00229,-0.044
0.002292,-0.036
0.002294,-0.048
0.002296,-0.034
0.002298,-0.05
0.0023,-0.038
0.002302,-0.032
0.002304,-0.026
0.002306,-0.032
0.002308,-0.028
0.00231,-0.022
0.002312,-0.028
0.002314,-0.032
0.002316,-0.026
0.002318,-0.014
0.00232,-0.02
0.002322,-0.022
0.002324,-0.014
0.002326,-0.03
0.002328,-0.024
0.00233,-0.018
0.002332,-0.002
0.002334,-0.016
0.002336,-0.02
0.002338,-0.024
0.00234,-0.012
0.002342,-0.02
0.002344,-0.004
0.002346,-0.006
0.002348,-0.004
0.00235,0.01
0.002352,-0.014
0.002354,-0.004
0.002356,0.004
0.002358,0.004
0.00236,0.012
0.002362,0.014
0.002364,0.024
0.002366,0.014
0.002368,0.018
0.00237,0.014
0.002372,0.028
0.002374,0.018
0.002376,0.028
0.002378,0.014
0.00238,0.026
0.002382,0.024
0.002384,0.03
0.002386,0.04
0.002388,0.054
0.00239,0.036
0.002392,0.04
0.002394,0.024
0.002396,0.026
0.002398,0.052
0.0024,0.044
0.002402,0.026
0.002404,0.03
0.002406,0.034
0.002408,0.038
0.00241,0.042
0.002412,0.026
0.002414,0.044
0.002416,0.042
0.002418,0.036
0.00242,0.05
0.002422,0.04
0.002424,0.036
0.002426,0.042
0.002428,0.064
0.00243,0.038
0.002432,0.044
0.002434,0.044
0.002436,0.042
0.002438,0.064
0.00244,0.054
0.002442,0.05
0.002444,0.054
0.002446,0.056
0.002448,0.064
0.00245,0.054
0.002452,0.062
0.002454,0.058
0.002456,0.07
0.002458,0.066
0.00246,0.066
0.002462,0.052
0.002464,0.054
0.002466,0.07
0.002468,0.072
0.00247,0.066
0.002472,0.06
0.002474,0.082
0.002476,0.082
0.002478,0.08
